"Link","Name","Pos","Year","College","RAS","Alltime"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9670&ovl=49ers"">Link</a>","A.J. Jenkins","WR","2012","Illinois","8.96","9.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12115&ovl=Raiders"">Link</a>","Neiron Ball","LB","2015","Florida","8.45","9.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12475&ovl=Jets"">Link</a>","Darron Lee","LB","2016","Ohio State","8.54","9.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19430&ovl=Giants"">Link</a>","Kadarius Toney","WR","2021","Florida","8.99","9.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=25016&ovl=Cardinals"">Link</a>","Max Melton","CB","2024","Rutgers","9.09","9.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=24929&ovl=Steelers"">Link</a>","Ryan Watts","FS","2024","Texas","9.12","9.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=4947&ovl=Patriots"">Link</a>","Derrick Fletcher","OT","1999","Baylor","9.84","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6194&ovl=Chargers"">Link</a>","Reche Caldwell","WR","2002","Florida","9.51","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6457&ovl=Rams"">Link</a>","Kevin Garrett","CB","2003","Southern Methodist","9.42","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6466&ovl=49ers"">Link</a>","Kwame Harris","OT","2003","Stanford","9.76","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9312&ovl=Titans"">Link</a>","Colin McCarthy","LB","2011","Miami","8.90","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9330&ovl=Dolphins"">Link</a>","Daniel Thomas","RB","2011","Kansas State","8.82","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10481&ovl=Eagles"">Link</a>","David King","DE","2013","Oklahoma","9.28","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=11665&ovl=Cowboys"">Link</a>","Zack Martin","OG","2014","Notre Dame","9.08","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=11776&ovl=Dolphins"">Link</a>","Cedric Thompson","FS","2015","Minnesota","9.07","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=13004&ovl=Vikings"">Link</a>","Stephen Weatherly","LB","2016","Vanderbilt","8.96","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=15417&ovl=Chiefs"">Link</a>","Breeland Speaks","DT","2018","Mississippi","8.97","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=17687&ovl=Seahawks"">Link</a>","Gary Jennings","WR","2019","West Virginia","9.04","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=23248&ovl=Lions"">Link</a>","Sam LaPorta","TE","2023","Iowa","9.03","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=25066&ovl=Seahawks"">Link</a>","Christian Haynes","OG","2024","Connecticut","9.10","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=2779&ovl=Cowboys"">Link</a>","Darrin Smith","LB","1993","Miami","9.54","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5164&ovl=Rams"">Link</a>","Rich Coady","SS","1999","Texas A&M","9.42","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5648&ovl=Eagles"">Link</a>","Correll Buckhalter","RB","2001","Nebraska","9.45","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6503&ovl=Packers"">Link</a>","Nick Barnett","LB","2003","Oregon State","9.35","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7251&ovl=Rams"">Link</a>","Richie Incognito","OG","2005","Nebraska","9.53","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7301&ovl=Texans"">Link</a>","Travis Johnson","DT","2005","Florida State","9.22","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9876&ovl=Texans"">Link</a>","DeVier Posey","WR","2012","Ohio State","8.77","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10966&ovl=Dolphins"">Link</a>","Will Davis","CB","2013","Utah State","9.11","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=11107&ovl=Buccaneers"">Link</a>","Charles Sims","RB","2014","West Virginia","8.58","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12568&ovl=Chiefs"">Link</a>","Eric Murray","CB","2016","Minnesota","8.86","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=18806&ovl=Saints"">Link</a>","Saquan Hampton","FS","2019","Rutgers","9.11","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=21079&ovl=Falcons"">Link</a>","DeAngelo Malone","DE","2022","Western Kentucky","9.06","9.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5360&ovl=Bills"">Link</a>","Erik Flowers","DE","2000","Arizona State","9.86","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7117&ovl=Buccaneers"">Link</a>","J.R. Russell","WR","2005","Louisville","9.56","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7475&ovl=Chiefs"">Link</a>","Jarrad Page","SS","2006","UCLA","8.41","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7506&ovl=Cardinals"">Link</a>","Jonathan Lewis","DT","2006","Virginia Tech","9.12","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7828&ovl=Cowboys"">Link</a>","James Marten","OT","2007","Boston College","9.56","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7956&ovl=Raiders"">Link</a>","Oren O'Neal","FB","2007","Arkansas State","9.33","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10714&ovl=49ers"">Link</a>","Marcus Cooper","CB","2013","Rutgers","8.83","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12511&ovl=Titans"">Link</a>","Derrick Henry","RB","2016","Alabama","8.77","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=18438&ovl=Seahawks"">Link</a>","Ben Burr-Kirven","LB","2019","Washington","8.95","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=23073&ovl=Colts"">Link</a>","Will Mallory","TE","2023","Miami","9.05","9.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1587&ovl=Falcons"">Link</a>","Oliver Barnett","DT","1990","Kentucky","9.86","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5247&ovl=Browns"">Link</a>","Aaron Shea","TE","2000","Michigan","9.67","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5296&ovl=Jets"">Link</a>","Chad Pennington","QB","2000","Marshall","9.91","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6851&ovl=Titans"">Link</a>","Michael Waddell","CB","2004","North Carolina","9.54","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7086&ovl=Seahawks"">Link</a>","Doug Nienhuis","OG","2005","Oregon State","9.39","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7102&ovl=Panthers"">Link</a>","Eric Shelton","RB","2005","Louisville","9.43","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7690&ovl=Packers"">Link</a>","Allen Barbre","OT","2007","Missouri Southern","9.45","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8513&ovl=Colts"">Link</a>","Donald Brown","RB","2009","Connecticut","8.78","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12339&ovl=Panthers"">Link</a>","Beau Sandland","TE","2016","Montana State","8.73","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12748&ovl=Chiefs"">Link</a>","Keivarae Russell","CB","2016","Notre Dame","8.83","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=18631&ovl=Saints"">Link</a>","Landon Young","OT","2021","Kentucky","9.16","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=23184&ovl=Chiefs"">Link</a>","B.J. Thompson","DE","2023","Stephen F. Austin","9.03","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=25037&ovl=Cowboys"">Link</a>","Marshawn Kneeland","DE","2024","Western Michigan","9.08","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=25210&ovl=Bengals"">Link</a>","Jermaine Burton","WR","2024","Alabama","9.09","9.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=135&ovl=49ers"">Link</a>","Harris Barton","OC","1987","North Carolina","10.00","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5037&ovl=Steelers"">Link</a>","Joey Porter","LB","1999","Colorado State","9.71","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5786&ovl=Steelers"">Link</a>","Mathias Nkwenti","OG","2001","Temple","9.70","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6537&ovl=Bengals"">Link</a>","Scott Kooistra","OT","2003","North Carolina State","9.63","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7282&ovl=Lions"">Link</a>","Stanley Wilson","CB","2005","Stanford","9.49","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8823&ovl=Bills"">Link</a>","C.J. Spiller","RB","2010","Clemson","8.93","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10639&ovl=Titans"">Link</a>","Justin Hunter","WR","2013","Tennessee","8.68","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=13073&ovl=Jaguars"">Link</a>","Tyrone Holmes","DE","2016","Montana","8.89","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=13926&ovl=Cardinals"">Link</a>","Haason Reddick","DE","2017","Temple","9.07","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=17133&ovl=49ers"">Link</a>","Tim Harris","CB","2019","Virginia","8.90","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=17181&ovl=Titans"">Link</a>","Josh Whyle","TE","2023","Cincinnati","8.98","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19760&ovl=Broncos"">Link</a>","Marquiss Spencer","DT","2021","Mississippi State","9.03","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=20185&ovl=Titans"">Link</a>","Darrynton Evans","RB","2020","Appalachian State","9.11","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=20858&ovl=Patriots"">Link</a>","Tre Nixon","WR","2021","Central Florida","8.97","9.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=3076&ovl=Falcons"">Link</a>","Anthony Phillips","CB","1994","Texas A&M-Kingsville","9.92","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=3683&ovl=Giants"">Link</a>","Rob Zatechka","OG","1995","Nebraska","9.79","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6434&ovl=Panthers"">Link</a>","Jordan Gross","OT","2003","Utah","9.81","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6876&ovl=49ers"">Link</a>","Rashaun Woods","WR","2004","Oklahoma State","9.55","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8424&ovl=Cardinals"">Link</a>","Beanie Wells","RB","2009","Ohio State","9.26","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8543&ovl=Bears"">Link</a>","Henry Melton","DT","2009","Texas","9.17","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9176&ovl=Raiders"">Link</a>","Stevie Brown","SS","2010","Michigan","8.18","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10279&ovl=Colts"">Link</a>","Tim Fugger","DE","2012","Vanderbilt","9.08","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10608&ovl=Bears"">Link</a>","Jon Bostic","LB","2013","Florida","8.69","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19421&ovl=Commanders"">Link</a>","James Smith-Williams","DE","2020","North Carolina State","9.03","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=21021&ovl=Steelers"">Link</a>","Calvin Austin III","WR","2022","Memphis","9.05","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=21341&ovl=Packers"">Link</a>","Tariq Carpenter","LB","2022","Georgia Tech","8.92","9.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=4475&ovl=Bengals"">Link</a>","Artrell Hawkins","CB","1998","Cincinnati","9.97","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6456&ovl=Rams"">Link</a>","Kevin Curtis","WR","2003","Utah State","9.63","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7612&ovl=Ravens"">Link</a>","Ryan LaCasse","DE","2006","Syracuse","8.89","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7715&ovl=Packers"">Link</a>","Brandon Jackson","RB","2007","Nebraska","8.91","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8044&ovl=Saints"">Link</a>","Adrian Arrington","WR","2008","Michigan","9.32","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8321&ovl=Cowboys"">Link</a>","Orlando Scandrick","CB","2008","Boise State","9.09","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10282&ovl=Ravens"">Link</a>","Tommy Streeter","WR","2012","Miami","8.68","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10556&ovl=Cowboys"">Link</a>","J.J. Wilcox","SS","2013","Georgia Southern","8.12","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12071&ovl=Bengals"">Link</a>","Marcus Hardison","DT","2015","Arizona State","8.82","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=16884&ovl=Seahawks"">Link</a>","Rasheem Green","DE","2018","Southern California","9.09","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=17634&ovl=Bengals"">Link</a>","Drew Sample","TE","2019","Washington","8.99","9.02"
